date,department,category,subcategory,amount,currency,cost_type,budget_allocated,variance,variance_pct,approved_by,payment_status,notes
2025-02-14,Operations,Contract_Services,Contract_Services,7407,USD,Variable,8454,-1047,-12.4,Department_Head,Paid,Operations - Contract_Services expense
2025-02-14,HR,Recruitment,Recruitment,3627,USD,Fixed,3699,-72,-1.9,Manager,Overdue,HR - Recruitment expense
2025-02-15,IT,Hardware,Hardware,2125,USD,Variable,2083,42,2.0,Department_Head,Paid,IT - Hardware expense
2025-02-15,Sales,Client_Entertainment,Client_Entertainment,11593,USD,Variable,12764,-1171,-9.2,Department_Head,Paid,Sales - Client_Entertainment expense
2025-02-15,Operations,Utilities,Utilities,8749,USD,Fixed,8545,204,2.4,Department_Head,Paid,Operations - Utilities expense
2025-02-15,Sales,Marketing_Materials,Marketing_Materials,4922,USD,Fixed,4948,-26,-0.5,Manager,Paid,Sales - Marketing_Materials expense
2025-02-16,Marketing,PR,PR,11822,USD,Fixed,11941,-119,-1.0,COO,Pending,Marketing - PR expense
2025-02-16,Sales,Client_Entertainment,Client_Entertainment,2525,USD,Fixed,2753,-228,-8.3,COO,Paid,Sales - Client_Entertainment expense
2025-02-16,HR,Salaries,Payroll,49970,USD,Fixed,51895,-1925,-3.7,Department_Head,Paid,HR - Salaries expense
2025-02-16,IT,Software_Licenses,Subscription,4990,USD,Fixed,5038,-48,-1.0,CFO,Pending,IT - Software_Licenses expense
2025-02-16,Operations,Contract_Services,Contract_Services,5210,USD,Fixed,5787,-577,-10.0,COO,Paid,Operations - Contract_Services expense
2025-02-16,Logistics,Warehouse_Rent,Warehouse_Rent,7829,USD,Fixed,8718,-889,-10.2,Department_Head,Paid,Logistics - Warehouse_Rent expense
2025-02-17,Operations,Utilities,Utilities,6322,USD,Variable,6187,135,2.2,Department_Head,Paid,Operations - Utilities expense
2025-02-17,Logistics,Maintenance,Maintenance,10067,USD,Fixed,10438,-371,-3.6,COO,Pending,Logistics - Maintenance expense
2025-02-17,HR,Training,Training,1236,USD,Fixed,1310,-74,-5.6,Manager,Paid,HR - Training expense
2025-02-17,Logistics,Warehouse_Rent,Warehouse_Rent,2762,USD,Fixed,2658,104,3.9,Manager,Paid,Logistics - Warehouse_Rent expense
2025-02-18,HR,Salaries,Payroll,84321,USD,Fixed,88668,-4347,-4.9,Manager,Pending,HR - Salaries expense
2025-02-18,IT,Cloud_Services,Subscription,4523,USD,Fixed,4364,159,3.6,Department_Head,Paid,IT - Cloud_Services expense
2025-02-18,IT,Hardware,Hardware,6415,USD,Fixed,6317,98,1.6,Department_Head,Paid,IT - Hardware expense
2025-02-18,Operations,Contract_Services,Contract_Services,2766,USD,Fixed,3032,-266,-8.8,Department_Head,Pending,Operations - Contract_Services expense
2025-02-19,HR,Training,Training,6629,USD,Fixed,7066,-437,-6.2,COO,Approved,HR - Training expense
2025-02-19,Sales,Marketing_Materials,Marketing_Materials,2248,USD,Fixed,2179,69,3.2,COO,Paid,Sales - Marketing_Materials expense
2025-02-20,Operations,Utilities,Utilities,3243,USD,Variable,3282,-39,-1.2,CFO,Paid,Operations - Utilities expense
2025-02-20,HR,Salaries,Payroll,58922,USD,Fixed,67414,-8492,-12.6,Department_Head,Paid,HR - Salaries expense
2025-02-20,IT,Hardware,Hardware,5402,USD,Fixed,5154,248,4.8,CFO,Paid,IT - Hardware expense
2025-02-21,HR,Training,Training,6992,USD,Fixed,7057,-65,-0.9,CFO,Paid,HR - Training expense
2025-02-21,Logistics,Maintenance,Maintenance,4870,USD,Fixed,5042,-172,-3.4,COO,Paid,Logistics - Maintenance expense
2025-02-22,Operations,Equipment,Machinery,22956,USD,Capital,23650,-694,-2.9,Manager,Paid,Operations - Equipment expense
2025-02-22,IT,Hardware,Hardware,10542,USD,Fixed,10917,-375,-3.4,Manager,Pending,IT - Hardware expense
2025-02-22,Marketing,Digital_Marketing,Digital_Marketing,10705,USD,Variable,11554,-849,-7.3,COO,Approved,Marketing - Digital_Marketing expense
2025-02-22,Marketing,PR,PR,9012,USD,Variable,9466,-454,-4.8,Department_Head,Pending,Marketing - PR expense
2025-02-22,Operations,Contract_Services,Contract_Services,9214,USD,Fixed,8926,288,3.2,CFO,Paid,Operations - Contract_Services expense
2025-02-22,IT,Software_Licenses,Subscription,5992,USD,Fixed,6223,-231,-3.7,Department_Head,Paid,IT - Software_Licenses expense
2025-02-23,Marketing,Events,Events,8329,USD,Fixed,9542,-1213,-12.7,COO,Paid,Marketing - Events expense
2025-02-23,Logistics,Fuel,Diesel,9878,USD,Variable,10936,-1058,-9.7,Manager,Paid,Logistics - Fuel expense
2025-02-23,Logistics,Insurance,Insurance,4604,USD,Variable,5213,-609,-11.7,COO,Pending,Logistics - Insurance expense
2025-02-23,Sales,Client_Entertainment,Client_Entertainment,6823,USD,Fixed,6806,17,0.2,CFO,Overdue,Sales - Client_Entertainment expense
2025-02-23,HR,Recruitment,Recruitment,5505,USD,Variable,5461,44,0.8,Manager,Paid,HR - Recruitment expense
2025-02-23,Sales,Marketing_Materials,Marketing_Materials,6777,USD,Variable,7002,-225,-3.2,CFO,Paid,Sales - Marketing_Materials expense
2025-02-24,IT,Hardware,Hardware,6621,USD,Fixed,7475,-854,-11.4,CFO,Paid,IT - Hardware expense
2025-02-24,Sales,Client_Entertainment,Client_Entertainment,2884,USD,Variable,2870,14,0.5,CFO,Approved,Sales - Client_Entertainment expense
2025-02-24,Operations,Contract_Services,Contract_Services,4790,USD,Fixed,4806,-16,-0.3,Manager,Paid,Operations - Contract_Services expense
2025-02-24,Logistics,Maintenance,Maintenance,5825,USD,Fixed,6585,-760,-11.5,CFO,Paid,Logistics - Maintenance expense
2025-02-24,HR,Salaries,Payroll,47473,USD,Fixed,47913,-440,-0.9,COO,Approved,HR - Salaries expense
2025-02-25,IT,Software_Licenses,Subscription,5832,USD,Fixed,6358,-526,-8.3,Department_Head,Paid,IT - Software_Licenses expense
2025-02-25,Marketing,Advertising,Advertising,3633,USD,Variable,3980,-347,-8.7,COO,Paid,Marketing - Advertising expense
2025-02-25,Marketing,Events,Events,8778,USD,Fixed,9663,-885,-9.2,CFO,Paid,Marketing - Events expense
2025-02-25,IT,Support,Support,3619,USD,Fixed,4142,-523,-12.6,CFO,Paid,IT - Support expense
2025-02-25,HR,Benefits,Benefits,9738,USD,Fixed,10650,-912,-8.6,CFO,Paid,HR - Benefits expense
2025-02-26,Logistics,Fuel,Diesel,13057,USD,Variable,14980,-1923,-12.8,Department_Head,Paid,Logistics - Fuel expense
2025-02-26,Sales,Commissions,Commissions,2805,USD,Fixed,2978,-173,-5.8,Department_Head,Paid,Sales - Commissions expense
2025-02-27,HR,Salaries,Payroll,59747,USD,Fixed,59268,479,0.8,CFO,Paid,HR - Salaries expense
2025-02-27,Sales,Travel,Travel,1601,USD,Fixed,1813,-212,-11.7,Manager,Paid,Sales - Travel expense
2025-02-27,Logistics,Fuel,Gasoline,13218,USD,Variable,13150,68,0.5,Manager,Paid,Logistics - Fuel expense
2025-02-28,IT,Cloud_Services,Subscription,7882,USD,Fixed,7538,344,4.6,Department_Head,Paid,IT - Cloud_Services expense
2025-02-28,Operations,Contract_Services,Contract_Services,8148,USD,Fixed,9143,-995,-10.9,Department_Head,Paid,Operations - Contract_Services expense
2025-02-28,Marketing,Digital_Marketing,Digital_Marketing,4416,USD,Variable,4443,-27,-0.6,Department_Head,Paid,Marketing - Digital_Marketing expense
2025-02-28,Logistics,Insurance,Insurance,6466,USD,Fixed,6681,-215,-3.2,CFO,Paid,Logistics - Insurance expense
2025-03-01,Logistics,Maintenance,Maintenance,4281,USD,Variable,4785,-504,-10.5,COO,Paid,Logistics - Maintenance expense
2025-03-01,IT,Cloud_Services,Subscription,3681,USD,Fixed,3698,-17,-0.5,COO,Pending,IT - Cloud_Services expense
2025-03-02,Marketing,Digital_Marketing,Digital_Marketing,11925,USD,Variable,11980,-55,-0.5,COO,Paid,Marketing - Digital_Marketing expense
2025-03-02,Logistics,Warehouse_Rent,Warehouse_Rent,3264,USD,Fixed,3532,-268,-7.6,COO,Paid,Logistics - Warehouse_Rent expense
2025-03-02,Logistics,Insurance,Insurance,2223,USD,Fixed,2419,-196,-8.1,CFO,Approved,Logistics - Insurance expense
2025-03-02,Operations,Equipment,Tools,18678,USD,Capital,18961,-283,-1.5,CFO,Pending,Operations - Equipment expense
2025-03-02,Sales,Client_Entertainment,Client_Entertainment,7717,USD,Fixed,8554,-837,-9.8,Department_Head,Paid,Sales - Client_Entertainment expense
2025-03-03,Operations,Equipment,Machinery,19051,USD,Capital,20849,-1798,-8.6,Department_Head,Paid,Operations - Equipment expense
2025-03-03,Sales,Commissions,Commissions,7136,USD,Fixed,7104,32,0.5,COO,Paid,Sales - Commissions expense
2025-03-04,Sales,Commissions,Commissions,10618,USD,Fixed,10551,67,0.6,Manager,Paid,Sales - Commissions expense
2025-03-04,Marketing,Events,Events,9214,USD,Variable,8830,384,4.3,CFO,Pending,Marketing - Events expense
2025-03-04,Operations,Contract_Services,Contract_Services,7014,USD,Variable,7261,-247,-3.4,Department_Head,Paid,Operations - Contract_Services expense
2025-03-04,Logistics,Warehouse_Rent,Warehouse_Rent,10649,USD,Fixed,11657,-1008,-8.6,COO,Approved,Logistics - Warehouse_Rent expense
2025-03-04,IT,Cloud_Services,Subscription,6812,USD,Fixed,6909,-97,-1.4,COO,Paid,IT - Cloud_Services expense
2025-03-05,Sales,Commissions,Commissions,7565,USD,Fixed,7562,3,0.0,Manager,Paid,Sales - Commissions expense
2025-03-05,Logistics,Maintenance,Maintenance,7971,USD,Fixed,8030,-59,-0.7,Manager,Paid,Logistics - Maintenance expense
2025-03-05,IT,Cloud_Services,Subscription,6523,USD,Fixed,7259,-736,-10.1,CFO,Paid,IT - Cloud_Services expense
2025-03-05,Sales,Travel,Travel,7172,USD,Fixed,7968,-796,-10.0,COO,Paid,Sales - Travel expense
2025-03-06,Sales,Marketing_Materials,Marketing_Materials,9101,USD,Variable,8992,109,1.2,Department_Head,Approved,Sales - Marketing_Materials expense
2025-03-06,Marketing,Advertising,Advertising,8955,USD,Fixed,8920,35,0.4,Manager,Paid,Marketing - Advertising expense
2025-03-06,IT,Software_Licenses,Subscription,2482,USD,Fixed,2611,-129,-4.9,Manager,Paid,IT - Software_Licenses expense
2025-03-06,Sales,Travel,Travel,6730,USD,Fixed,7467,-737,-9.9,CFO,Approved,Sales - Travel expense
2025-03-06,Marketing,Digital_Marketing,Digital_Marketing,6183,USD,Variable,6723,-540,-8.0,COO,Approved,Marketing - Digital_Marketing expense
2025-03-07,IT,Software_Licenses,Subscription,4245,USD,Fixed,4780,-535,-11.2,CFO,Paid,IT - Software_Licenses expense
2025-03-07,HR,Recruitment,Recruitment,1535,USD,Variable,1542,-7,-0.5,Department_Head,Paid,HR - Recruitment expense
2025-03-07,Operations,Supplies,Supplies,4174,USD,Variable,4796,-622,-13.0,Manager,Paid,Operations - Supplies expense
2025-03-07,Logistics,Insurance,Insurance,4425,USD,Fixed,4663,-238,-5.1,Manager,Pending,Logistics - Insurance expense
2025-03-08,Sales,Travel,Travel,2808,USD,Variable,2702,106,3.9,Department_Head,Paid,Sales - Travel expense
2025-03-08,HR,Benefits,Benefits,2349,USD,Variable,2661,-312,-11.7,Department_Head,Paid,HR - Benefits expense
2025-03-08,Marketing,Events,Events,10727,USD,Variable,11680,-953,-8.2,Department_Head,Paid,Marketing - Events expense
2025-03-08,IT,Cloud_Services,Subscription,5095,USD,Fixed,5719,-624,-10.9,Manager,Paid,IT - Cloud_Services expense
2025-03-08,Sales,Marketing_Materials,Marketing_Materials,3710,USD,Variable,3632,78,2.1,Department_Head,Paid,Sales - Marketing_Materials expense
2025-03-08,IT,Support,Support,1632,USD,Variable,1747,-115,-6.6,Department_Head,Paid,IT - Support expense
2025-03-09,Logistics,Warehouse_Rent,Warehouse_Rent,7242,USD,Variable,7897,-655,-8.3,COO,Paid,Logistics - Warehouse_Rent expense
2025-03-09,Marketing,PR,PR,8931,USD,Variable,9661,-730,-7.6,COO,Paid,Marketing - PR expense
2025-03-09,Sales,Client_Entertainment,Client_Entertainment,3439,USD,Variable,3336,103,3.1,CFO,Pending,Sales - Client_Entertainment expense
2025-03-09,Marketing,PR,PR,2952,USD,Fixed,2898,54,1.9,COO,Paid,Marketing - PR expense
2025-03-10,Sales,Marketing_Materials,Marketing_Materials,7609,USD,Variable,7968,-359,-4.5,COO,Paid,Sales - Marketing_Materials expense
2025-03-10,Sales,Marketing_Materials,Marketing_Materials,11193,USD,Variable,12508,-1315,-10.5,COO,Paid,Sales - Marketing_Materials expense
2025-03-10,Sales,Commissions,Commissions,9477,USD,Variable,10819,-1342,-12.4,CFO,Paid,Sales - Commissions expense
2025-03-10,IT,Software_Licenses,Subscription,6388,USD,Fixed,6602,-214,-3.2,Manager,Paid,IT - Software_Licenses expense
2025-03-10,IT,Cloud_Services,Subscription,5770,USD,Fixed,5985,-215,-3.6,Department_Head,Paid,IT - Cloud_Services expense
2025-03-10,Operations,Supplies,Supplies,9836,USD,Fixed,9368,468,5.0,Department_Head,Paid,Operations - Supplies expense
2025-03-11,Logistics,Fuel,Gasoline,8591,USD,Variable,8524,67,0.8,CFO,Paid,Logistics - Fuel expense
2025-03-11,Marketing,Events,Events,11631,USD,Fixed,12003,-372,-3.1,Manager,Paid,Marketing - Events expense
2025-03-11,Sales,Marketing_Materials,Marketing_Materials,4167,USD,Fixed,4170,-3,-0.1,Department_Head,Paid,Sales - Marketing_Materials expense
2025-03-12,HR,Benefits,Benefits,2372,USD,Fixed,2473,-101,-4.1,CFO,Paid,HR - Benefits expense
2025-03-12,Sales,Commissions,Commissions,3604,USD,Fixed,3797,-193,-5.1,Department_Head,Paid,Sales - Commissions expense
2025-03-12,IT,Hardware,Hardware,5913,USD,Variable,6714,-801,-11.9,COO,Paid,IT - Hardware expense
2025-03-12,Marketing,Advertising,Advertising,4010,USD,Fixed,4482,-472,-10.5,COO,Paid,Marketing - Advertising expense
2025-03-12,Operations,Utilities,Utilities,5138,USD,Fixed,5690,-552,-9.7,Department_Head,Paid,Operations - Utilities expense
2025-03-13,Logistics,Maintenance,Maintenance,1999,USD,Variable,1906,93,4.9,Manager,Paid,Logistics - Maintenance expense
2025-03-13,IT,Cloud_Services,Subscription,7308,USD,Fixed,7344,-36,-0.5,COO,Paid,IT - Cloud_Services expense
2025-03-13,Marketing,Events,Events,1817,USD,Fixed,1985,-168,-8.5,CFO,Paid,Marketing - Events expense
2025-03-13,HR,Benefits,Benefits,5673,USD,Variable,6009,-336,-5.6,Department_Head,Paid,HR - Benefits expense
2025-03-13,HR,Salaries,Payroll,62352,USD,Fixed,66120,-3768,-5.7,Manager,Approved,HR - Salaries expense
2025-03-13,Logistics,Warehouse_Rent,Warehouse_Rent,8047,USD,Fixed,8629,-582,-6.7,CFO,Paid,Logistics - Warehouse_Rent expense
2025-03-14,IT,Support,Support,3049,USD,Variable,3093,-44,-1.4,Department_Head,Paid,IT - Support expense
2025-03-14,HR,Salaries,Payroll,75201,USD,Fixed,85536,-10335,-12.1,COO,Approved,HR - Salaries expense
2025-03-14,Logistics,Driver_Salaries,Payroll,48154,USD,Fixed,50940,-2786,-5.5,COO,Paid,Logistics - Driver_Salaries expense
2025-03-15,IT,Hardware,Hardware,4430,USD,Variable,4404,26,0.6,Manager,Paid,IT - Hardware expense
2025-03-15,HR,Recruitment,Recruitment,11558,USD,Variable,12733,-1175,-9.2,CFO,Paid,HR - Recruitment expense
2025-03-15,Sales,Client_Entertainment,Client_Entertainment,2540,USD,Variable,2608,-68,-2.6,Manager,Pending,Sales - Client_Entertainment expense
2025-03-15,Operations,Supplies,Supplies,10536,USD,Variable,10599,-63,-0.6,Department_Head,Paid,Operations - Supplies expense
2025-03-16,HR,Salaries,Payroll,63355,USD,Fixed,67531,-4176,-6.2,Manager,Paid,HR - Salaries expense
2025-03-16,HR,Salaries,Payroll,70367,USD,Fixed,75539,-5172,-6.8,Manager,Paid,HR - Salaries expense
2025-03-16,Operations,Supplies,Supplies,3683,USD,Variable,3594,89,2.5,COO,Paid,Operations - Supplies expense
2025-03-16,HR,Training,Training,6711,USD,Variable,7589,-878,-11.6,CFO,Paid,HR - Training expense
2025-03-16,Sales,Travel,Travel,3597,USD,Fixed,3910,-313,-8.0,Manager,Paid,Sales - Travel expense
2025-03-16,Sales,Travel,Travel,2650,USD,Variable,2864,-214,-7.5,Manager,Paid,Sales - Travel expense
2025-03-17,HR,Benefits,Benefits,10371,USD,Variable,10828,-457,-4.2,CFO,Paid,HR - Benefits expense
2025-03-17,Logistics,Fuel,Diesel,12759,USD,Variable,12467,292,2.3,Manager,Paid,Logistics - Fuel expense
2025-03-18,HR,Benefits,Benefits,10735,USD,Variable,11317,-582,-5.1,Manager,Pending,HR - Benefits expense
2025-03-18,Logistics,Fuel,Diesel,9647,USD,Variable,9940,-293,-2.9,COO,Paid,Logistics - Fuel expense
2025-03-18,Logistics,Insurance,Insurance,4395,USD,Variable,4471,-76,-1.7,Manager,Pending,Logistics - Insurance expense
2025-03-19,Sales,Marketing_Materials,Marketing_Materials,8507,USD,Fixed,9366,-859,-9.2,CFO,Approved,Sales - Marketing_Materials expense
2025-03-19,IT,Support,Support,8634,USD,Variable,9752,-1118,-11.5,CFO,Paid,IT - Support expense
2025-03-20,Sales,Commissions,Commissions,6481,USD,Variable,7155,-674,-9.4,Department_Head,Approved,Sales - Commissions expense
2025-03-20,Sales,Client_Entertainment,Client_Entertainment,3053,USD,Fixed,3257,-204,-6.3,Department_Head,Pending,Sales - Client_Entertainment expense
2025-03-20,Sales,Marketing_Materials,Marketing_Materials,9536,USD,Fixed,9384,152,1.6,CFO,Pending,Sales - Marketing_Materials expense
2025-03-21,Marketing,Digital_Marketing,Digital_Marketing,6857,USD,Fixed,7042,-185,-2.6,Department_Head,Approved,Marketing - Digital_Marketing expense
2025-03-21,Logistics,Fuel,Diesel,8392,USD,Variable,8942,-550,-6.2,Manager,Paid,Logistics - Fuel expense
2025-03-21,HR,Salaries,Payroll,80836,USD,Fixed,83858,-3022,-3.6,Department_Head,Paid,HR - Salaries expense
2025-03-21,HR,Salaries,Payroll,48057,USD,Fixed,53677,-5620,-10.5,Manager,Approved,HR - Salaries expense
2025-03-21,IT,Software_Licenses,Subscription,4007,USD,Fixed,4235,-228,-5.4,CFO,Paid,IT - Software_Licenses expense
2025-03-22,Operations,Contract_Services,Contract_Services,7317,USD,Fixed,7691,-374,-4.9,COO,Paid,Operations - Contract_Services expense
2025-03-22,HR,Benefits,Benefits,2511,USD,Variable,2688,-177,-6.6,Department_Head,Approved,HR - Benefits expense
2025-03-22,Marketing,Events,Events,9078,USD,Variable,9703,-625,-6.4,Department_Head,Paid,Marketing - Events expense
2025-03-22,Logistics,Fuel,Gasoline,14940,USD,Variable,15260,-320,-2.1,COO,Paid,Logistics - Fuel expense
2025-03-22,HR,Salaries,Payroll,84524,USD,Fixed,87149,-2625,-3.0,Department_Head,Pending,HR - Salaries expense
2025-03-23,IT,Support,Support,10081,USD,Variable,10002,79,0.8,Manager,Paid,IT - Support expense
2025-03-23,Operations,Supplies,Supplies,6674,USD,Variable,6968,-294,-4.2,COO,Paid,Operations - Supplies expense
2025-03-23,Sales,Commissions,Commissions,1120,USD,Fixed,1196,-76,-6.4,Manager,Paid,Sales - Commissions expense
2025-03-23,Sales,Client_Entertainment,Client_Entertainment,3109,USD,Variable,3509,-400,-11.4,COO,Paid,Sales - Client_Entertainment expense
2025-03-23,Operations,Utilities,Utilities,2910,USD,Fixed,3157,-247,-7.8,Department_Head,Paid,Operations - Utilities expense
2025-03-24,Sales,Commissions,Commissions,1529,USD,Variable,1511,18,1.2,COO,Paid,Sales - Commissions expense
2025-03-24,Sales,Client_Entertainment,Client_Entertainment,6694,USD,Fixed,7273,-579,-8.0,Manager,Overdue,Sales - Client_Entertainment expense
2025-03-25,HR,Recruitment,Recruitment,11890,USD,Variable,12974,-1084,-8.4,Department_Head,Paid,HR - Recruitment expense
2025-03-25,HR,Salaries,Payroll,70066,USD,Fixed,77375,-7309,-9.4,Manager,Paid,HR - Salaries expense
2025-03-25,Operations,Utilities,Utilities,7463,USD,Fixed,7151,312,4.4,Manager,Pending,Operations - Utilities expense
2025-03-25,Operations,Contract_Services,Contract_Services,9780,USD,Fixed,9870,-90,-0.9,Department_Head,Paid,Operations - Contract_Services expense
2025-03-25,IT,Software_Licenses,Subscription,3479,USD,Fixed,3656,-177,-4.8,CFO,Approved,IT - Software_Licenses expense
2025-03-25,HR,Salaries,Payroll,56257,USD,Fixed,60822,-4565,-7.5,Manager,Paid,HR - Salaries expense
2025-03-26,Marketing,Events,Events,7906,USD,Fixed,7911,-5,-0.1,COO,Paid,Marketing - Events expense
2025-03-26,Marketing,PR,PR,10740,USD,Variable,11784,-1044,-8.9,Department_Head,Overdue,Marketing - PR expense
2025-03-27,IT,Support,Support,3269,USD,Fixed,3218,51,1.6,CFO,Paid,IT - Support expense
2025-03-27,IT,Software_Licenses,Subscription,7951,USD,Fixed,8654,-703,-8.1,COO,Paid,IT - Software_Licenses expense
2025-03-27,IT,Cloud_Services,Subscription,5086,USD,Fixed,5819,-733,-12.6,Manager,Paid,IT - Cloud_Services expense
2025-03-27,IT,Hardware,Hardware,5652,USD,Fixed,6429,-777,-12.1,COO,Paid,IT - Hardware expense
2025-03-27,Operations,Equipment,Vehicles,49187,USD,Capital,49928,-741,-1.5,Department_Head,Overdue,Operations - Equipment expense
2025-03-28,IT,Cloud_Services,Subscription,2325,USD,Fixed,2247,78,3.5,CFO,Paid,IT - Cloud_Services expense
2025-03-28,HR,Training,Training,1479,USD,Fixed,1543,-64,-4.1,COO,Overdue,HR - Training expense
2025-03-29,IT,Cloud_Services,Subscription,7026,USD,Fixed,7577,-551,-7.3,COO,Approved,IT - Cloud_Services expense
2025-03-29,Operations,Equipment,Vehicles,34874,USD,Capital,34725,149,0.4,Department_Head,Paid,Operations - Equipment expense
2025-03-29,Logistics,Fuel,Diesel,9691,USD,Variable,10988,-1297,-11.8,Manager,Paid,Logistics - Fuel expense
2025-03-30,Marketing,Events,Events,8756,USD,Fixed,9618,-862,-9.0,Department_Head,Paid,Marketing - Events expense
2025-03-30,IT,Hardware,Hardware,6006,USD,Fixed,6840,-834,-12.2,Manager,Paid,IT - Hardware expense
2025-03-31,Operations,Supplies,Supplies,1475,USD,Variable,1483,-8,-0.5,COO,Paid,Operations - Supplies expense
2025-03-31,IT,Software_Licenses,Subscription,2401,USD,Fixed,2433,-32,-1.3,COO,Paid,IT - Software_Licenses expense
2025-03-31,Logistics,Maintenance,Maintenance,1902,USD,Fixed,2180,-278,-12.8,Manager,Pending,Logistics - Maintenance expense
2025-04-01,IT,Cloud_Services,Subscription,2851,USD,Fixed,2711,140,5.2,Manager,Paid,IT - Cloud_Services expense
2025-04-01,Marketing,Digital_Marketing,Digital_Marketing,8535,USD,Variable,8241,294,3.6,Department_Head,Pending,Marketing - Digital_Marketing expense
2025-04-01,HR,Benefits,Benefits,10651,USD,Fixed,11560,-909,-7.9,Department_Head,Paid,HR - Benefits expense
2025-04-01,IT,Software_Licenses,Subscription,6043,USD,Fixed,5829,214,3.7,Manager,Paid,IT - Software_Licenses expense
2025-04-01,Sales,Marketing_Materials,Marketing_Materials,6672,USD,Fixed,7014,-342,-4.9,Manager,Paid,Sales - Marketing_Materials expense
2025-04-02,Operations,Equipment,Machinery,46702,USD,Capital,53310,-6608,-12.4,Manager,Paid,Operations - Equipment expense
2025-04-02,Logistics,Fuel,Gasoline,9209,USD,Variable,10035,-826,-8.2,Manager,Paid,Logistics - Fuel expense
2025-04-02,HR,Training,Training,3183,USD,Fixed,3096,87,2.8,CFO,Approved,HR - Training expense
2025-04-02,HR,Training,Training,5187,USD,Fixed,5181,6,0.1,CFO,Paid,HR - Training expense
2025-04-02,Operations,Supplies,Supplies,3765,USD,Variable,4130,-365,-8.8,Department_Head,Paid,Operations - Supplies expense
2025-04-03,IT,Hardware,Hardware,4113,USD,Fixed,4377,-264,-6.0,COO,Pending,IT - Hardware expense
2025-04-03,Logistics,Maintenance,Maintenance,6229,USD,Variable,6461,-232,-3.6,CFO,Paid,Logistics - Maintenance expense
2025-04-03,HR,Training,Training,7562,USD,Variable,7744,-182,-2.4,Manager,Approved,HR - Training expense
2025-04-03,Marketing,Digital_Marketing,Digital_Marketing,6635,USD,Variable,7306,-671,-9.2,Manager,Paid,Marketing - Digital_Marketing expense
2025-04-04,Marketing,Events,Events,2506,USD,Fixed,2448,58,2.4,COO,Approved,Marketing - Events expense
2025-04-04,IT,Support,Support,7644,USD,Fixed,8647,-1003,-11.6,Manager,Paid,IT - Support expense
2025-04-04,IT,Cloud_Services,Subscription,4350,USD,Fixed,4964,-614,-12.4,CFO,Paid,IT - Cloud_Services expense
2025-04-05,HR,Recruitment,Recruitment,6767,USD,Fixed,6573,194,3.0,CFO,Paid,HR - Recruitment expense
2025-04-05,Logistics,Warehouse_Rent,Warehouse_Rent,3466,USD,Variable,3850,-384,-10.0,COO,Paid,Logistics - Warehouse_Rent expense
2025-04-05,IT,Support,Support,3844,USD,Fixed,4170,-326,-7.8,Department_Head,Paid,IT - Support expense
2025-04-05,Operations,Equipment,Machinery,20490,USD,Capital,23205,-2715,-11.7,COO,Paid,Operations - Equipment expense
2025-04-05,Logistics,Driver_Salaries,Payroll,65984,USD,Fixed,74414,-8430,-11.3,COO,Overdue,Logistics - Driver_Salaries expense
2025-04-06,IT,Cloud_Services,Subscription,5923,USD,Fixed,6075,-152,-2.5,Manager,Paid,IT - Cloud_Services expense
2025-04-06,HR,Recruitment,Recruitment,9318,USD,Variable,9989,-671,-6.7,Department_Head,Paid,HR - Recruitment expense
2025-04-07,Logistics,Insurance,Insurance,5575,USD,Fixed,5764,-189,-3.3,Department_Head,Approved,Logistics - Insurance expense
2025-04-07,Sales,Travel,Travel,7195,USD,Variable,7904,-709,-9.0,CFO,Paid,Sales - Travel expense
2025-04-07,Marketing,Digital_Marketing,Digital_Marketing,7176,USD,Variable,7456,-280,-3.8,COO,Approved,Marketing - Digital_Marketing expense
2025-04-07,IT,Hardware,Hardware,1289,USD,Fixed,1307,-18,-1.4,CFO,Pending,IT - Hardware expense
2025-04-07,Marketing,Advertising,Advertising,6086,USD,Variable,6035,51,0.8,COO,Paid,Marketing - Advertising expense
2025-04-08,IT,Cloud_Services,Subscription,7009,USD,Fixed,7411,-402,-5.4,Department_Head,Paid,IT - Cloud_Services expense
2025-04-08,HR,Training,Training,3873,USD,Fixed,4089,-216,-5.3,Manager,Paid,HR - Training expense
2025-04-08,Sales,Travel,Travel,4737,USD,Fixed,5024,-287,-5.7,Manager,Paid,Sales - Travel expense
2025-04-09,IT,Hardware,Hardware,4654,USD,Variable,5143,-489,-9.5,Department_Head,Paid,IT - Hardware expense
2025-04-09,IT,Software_Licenses,Subscription,4317,USD,Fixed,4237,80,1.9,COO,Paid,IT - Software_Licenses expense
2025-04-09,Marketing,Advertising,Advertising,5080,USD,Fixed,5193,-113,-2.2,COO,Paid,Marketing - Advertising expense
2025-04-10,Marketing,PR,PR,8722,USD,Fixed,8372,350,4.2,CFO,Paid,Marketing - PR expense
2025-04-10,HR,Recruitment,Recruitment,2907,USD,Variable,3059,-152,-5.0,CFO,Pending,HR - Recruitment expense
2025-04-10,Operations,Equipment,Machinery,36103,USD,Capital,39791,-3688,-9.3,COO,Paid,Operations - Equipment expense
2025-04-10,Logistics,Driver_Salaries,Payroll,46523,USD,Fixed,44406,2117,4.8,Department_Head,Paid,Logistics - Driver_Salaries expense
2025-04-10,HR,Recruitment,Recruitment,3443,USD,Variable,3613,-170,-4.7,COO,Paid,HR - Recruitment expense
