date,region,route_id,origin_city,destination_city,carrier,fuel_used_l,fuel_price_per_l,delay_hr,delay_reason,shipment_volume_tons,on_time_delivery,temperature_controlled,distance_km
2025-06-02,North,R002,Toronto,Montreal,NorthernHaul,659,1.41,0.1,None,71,Yes,No,822
2025-06-03,West,R004,Seattle,Portland,FastFreight,678,1.49,0.4,None,50,Yes,Yes,720
2025-06-04,West,R004,Los Angeles,San Francisco,QuickShip,688,1.51,1.3,None,53,Yes,Yes,737
2025-06-04,West,R002,Los Angeles,San Francisco,GoSouth,941,1.44,2.3,Loading_Delay,60,No,Yes,759
2025-06-05,East,R001,Boston,Philadelphia,FastFreight,691,1.47,6.1,Loading_Delay,72,No,No,797
2025-06-05,West,R005,Los Angeles,San Francisco,GoSouth,820,1.58,1.5,None,65,Yes,No,266
2025-06-05,North,R005,Chicago,Milwaukee,FastFreight,811,1.44,0.9,None,74,Yes,Yes,320
2025-06-06,East,R003,New York,Washington,NorthernHaul,650,1.44,1.2,None,53,Yes,No,293
2025-06-06,West,R002,Seattle,Portland,NorthernHaul,839,1.51,0.3,None,73,Yes,No,302
2025-06-06,North,R002,Toronto,Montreal,TransEast,785,1.52,0.7,None,73,Yes,No,285
2025-06-06,West,R003,Seattle,Portland,QuickShip,658,1.65,0.9,None,49,Yes,No,577
2025-06-07,West,R003,Seattle,Portland,TransEast,866,1.62,0.8,None,58,Yes,Yes,640
2025-06-07,West,R004,Los Angeles,San Francisco,MoveWest,695,1.51,1.1,None,62,Yes,Yes,713
2025-06-08,North,R001,Toronto,Montreal,MoveWest,658,1.61,4.3,Loading_Delay,55,No,No,683
2025-06-08,North,R001,Toronto,Montreal,TransEast,933,1.38,0.7,None,47,Yes,Yes,607
2025-06-08,East,R004,Boston,Philadelphia,TransEast,676,1.45,0.1,None,59,Yes,Yes,708
2025-06-09,West,R001,Seattle,Portland,NorthernHaul,672,1.39,1.4,None,75,Yes,No,281
2025-06-09,South,R004,New Orleans,Memphis,GoSouth,723,1.37,0.3,None,70,Yes,Yes,744
2025-06-09,South,R005,Miami,Atlanta,NorthernHaul,911,1.62,0.4,None,66,Yes,No,539
2025-06-10,West,R001,San Diego,Las Vegas,FastFreight,942,1.43,0.9,None,49,Yes,No,380
2025-06-10,North,R003,Toronto,Montreal,MoveWest,937,1.39,0.4,None,49,Yes,No,401
2025-06-10,South,R004,Miami,Atlanta,NorthernHaul,797,1.48,0.9,None,47,Yes,No,638
2025-06-11,West,R002,Los Angeles,San Francisco,FastFreight,803,1.36,0.2,None,49,Yes,No,685
2025-06-12,West,R002,San Diego,Las Vegas,NorthernHaul,829,1.44,0.9,None,73,Yes,No,826
2025-06-12,East,R001,New York,Boston,TransEast,716,1.39,1.0,None,54,Yes,No,817
2025-06-12,South,R004,New Orleans,Memphis,FastFreight,682,1.58,0.4,None,51,Yes,Yes,401
2025-06-13,West,R004,San Diego,Las Vegas,GoSouth,735,1.55,0.9,None,60,Yes,No,840
2025-06-14,East,R002,New York,Boston,NorthernHaul,861,1.42,1.5,None,61,Yes,No,836
2025-06-15,East,R005,New York,Washington,GoSouth,852,1.56,0.5,None,68,Yes,No,798
2025-06-15,South,R005,Miami,Atlanta,NorthernHaul,875,1.55,1.4,None,66,Yes,No,525
2025-06-16,North,R001,Toronto,Montreal,FastFreight,892,1.5,0.4,None,56,Yes,No,733
2025-06-16,East,R002,New York,Washington,FastFreight,847,1.44,1.3,None,45,Yes,No,698
2025-06-17,North,R001,Chicago,Milwaukee,GoSouth,773,1.52,0.8,None,49,Yes,No,581
2025-06-17,South,R003,Miami,Atlanta,NorthernHaul,680,1.46,7.5,Loading_Delay,75,No,Yes,580
2025-06-18,West,R005,Los Angeles,San Francisco,MoveWest,892,1.36,0.5,None,48,Yes,Yes,323
2025-06-18,West,R003,San Diego,Las Vegas,QuickShip,652,1.5,0.7,None,60,Yes,Yes,536
2025-06-18,West,R002,Seattle,Portland,QuickShip,782,1.38,6.6,Traffic,75,No,No,504
2025-06-18,South,R002,New Orleans,Memphis,TransEast,737,1.53,0.1,None,72,Yes,Yes,776
2025-06-19,North,R004,Toronto,Montreal,NorthernHaul,924,1.57,2.5,Weather,74,No,No,418
2025-06-19,North,R002,Minneapolis,Detroit,TransEast,743,1.58,1.0,None,69,Yes,No,414
2025-06-19,East,R001,Boston,Philadelphia,MoveWest,914,1.49,0.0,None,65,Yes,No,275
2025-06-20,West,R001,Los Angeles,San Francisco,MoveWest,680,1.63,1.0,None,68,Yes,Yes,792
2025-06-21,South,R005,Houston,Dallas,FastFreight,666,1.51,0.3,None,56,Yes,Yes,343
2025-06-22,West,R001,San Diego,Las Vegas,FastFreight,905,1.51,1.1,None,49,Yes,No,520
2025-06-22,North,R004,Chicago,Milwaukee,FastFreight,893,1.6,0.6,None,52,Yes,No,692
2025-06-22,East,R003,New York,Boston,QuickShip,742,1.41,0.1,None,61,Yes,No,282
2025-06-22,North,R003,Chicago,Milwaukee,NorthernHaul,747,1.57,2.5,Mechanical,75,No,No,761
2025-06-23,North,R003,Chicago,Milwaukee,NorthernHaul,755,1.56,1.2,None,62,Yes,Yes,362
2025-06-23,West,R003,Seattle,Portland,FastFreight,894,1.36,0.8,None,45,Yes,No,342
2025-06-23,North,R005,Chicago,Milwaukee,GoSouth,783,1.56,0.0,None,68,Yes,Yes,808
2025-06-24,West,R001,Seattle,Portland,MoveWest,723,1.6,2.2,Weather,67,No,Yes,255
2025-06-24,North,R003,Toronto,Montreal,GoSouth,652,1.4,7.3,Weather,45,No,No,395
2025-06-25,East,R003,New York,Boston,TransEast,922,1.57,0.2,None,72,Yes,No,725
2025-06-26,West,R002,Seattle,Portland,MoveWest,703,1.49,2.9,Mechanical,71,No,No,265
2025-06-26,West,R002,Seattle,Portland,GoSouth,829,1.38,0.9,None,63,Yes,No,446
2025-06-27,West,R003,Los Angeles,San Francisco,TransEast,821,1.38,0.5,None,74,Yes,No,549
2025-06-27,South,R005,Houston,Dallas,NorthernHaul,875,1.39,0.1,None,49,Yes,No,317
2025-06-27,West,R003,Seattle,Portland,NorthernHaul,683,1.51,0.1,None,68,Yes,No,337
2025-06-27,North,R005,Minneapolis,Detroit,FastFreight,842,1.39,0.2,None,73,Yes,No,313
2025-06-28,South,R005,Miami,Atlanta,GoSouth,735,1.49,5.3,Weather,65,No,No,392
2025-06-29,West,R001,San Diego,Las Vegas,TransEast,693,1.57,4.5,Traffic,50,No,Yes,409
2025-06-29,East,R005,Boston,Philadelphia,NorthernHaul,826,1.4,0.4,None,45,Yes,No,354
2025-06-30,East,R003,Boston,Philadelphia,GoSouth,719,1.38,0.7,None,51,Yes,Yes,447
2025-06-30,North,R004,Minneapolis,Detroit,QuickShip,841,1.5,0.4,None,57,Yes,No,758
2025-06-30,East,R001,Boston,Philadelphia,NorthernHaul,856,1.42,0.6,None,48,Yes,Yes,804
2025-07-01,East,R004,New York,Boston,NorthernHaul,733,1.62,6.0,Loading_Delay,62,No,No,671
2025-07-01,South,R004,Houston,Dallas,TransEast,830,1.62,0.8,None,70,Yes,No,358
2025-07-01,South,R004,Houston,Dallas,TransEast,784,1.56,0.4,None,66,Yes,No,315
2025-07-02,South,R002,Houston,Dallas,QuickShip,686,1.35,0.6,None,48,Yes,Yes,302
2025-07-03,South,R002,Houston,Dallas,TransEast,712,1.52,0.4,None,54,Yes,No,849
2025-07-03,East,R001,New York,Boston,QuickShip,752,1.52,1.0,None,48,Yes,No,374
2025-07-03,South,R004,Houston,Dallas,MoveWest,860,1.57,0.1,None,74,Yes,No,305
2025-07-04,South,R002,Houston,Dallas,FastFreight,724,1.51,0.9,None,54,Yes,No,758
2025-07-04,North,R003,Chicago,Milwaukee,GoSouth,733,1.5,0.5,None,52,Yes,No,281
2025-07-04,East,R002,Boston,Philadelphia,FastFreight,786,1.4,0.2,None,53,Yes,Yes,771
2025-07-05,North,R003,Minneapolis,Detroit,NorthernHaul,932,1.38,7.3,Traffic,73,No,No,275
2025-07-05,East,R005,New York,Boston,QuickShip,713,1.64,1.2,None,64,Yes,No,366
2025-07-05,North,R005,Toronto,Montreal,TransEast,798,1.48,0.7,None,68,Yes,No,505
2025-07-05,South,R003,Miami,Atlanta,QuickShip,835,1.55,0.4,None,61,Yes,Yes,622
2025-07-06,South,R005,Houston,Dallas,TransEast,650,1.38,1.0,None,63,Yes,No,289
2025-07-06,South,R003,New Orleans,Memphis,GoSouth,908,1.6,0.7,None,62,Yes,No,810
2025-07-06,East,R005,New York,Washington,GoSouth,714,1.43,0.1,None,75,Yes,No,546
2025-07-07,South,R001,Houston,Dallas,MoveWest,772,1.38,1.3,None,74,Yes,No,836
2025-07-07,South,R005,Miami,Atlanta,QuickShip,826,1.42,6.7,Weather,47,No,Yes,814
2025-07-07,South,R005,New Orleans,Memphis,MoveWest,811,1.6,0.1,None,50,Yes,No,712
2025-07-07,North,R005,Minneapolis,Detroit,NorthernHaul,758,1.39,0.9,None,69,Yes,No,440
2025-07-08,South,R004,Miami,Atlanta,NorthernHaul,939,1.56,0.7,None,56,Yes,No,782
2025-07-08,West,R001,Los Angeles,San Francisco,FastFreight,764,1.39,0.3,None,48,Yes,No,374
